Année;2007-2008;2008-2009;2009-2010;2010-2011;2011-2012;2012-2013;2013-2014;2014-2015;2015-2016;2016-2017;2017-2018
Rang;9;en augmentation 8;en diminution 9;en augmentation 7;en augmentation 6;en stagnation 6;en diminution 7;en stagnation 7;en augmentation 6;en augmentation 5;en diminution 6
